StockCode,Description,QuantitySold,Revenue,UniqueCustomers,Recommendation
23390,DOLLY GIRL MINI RUCKSACK,8,33.2,2,Run Promotional Campaign
23391, I LOVE LONDON MINI BACKPACK,359,1449.8500000000001,58,Maintain Current Strategy
23391, I LOVE LONDON MINI RUCKSACK,1,4.15,1,Run Promotional Campaign
23392,SPACEBOY ROCKET LOLLY MAKERS,587,1165.28,70,Increase Inventory
23393,HOME SWEET HOME CUSHION COVER ,763,2861.25,165,Increase Inventory
23394,POSTE FRANCE CUSHION COVER,392,1470.0,90,Maintain Current Strategy
23395,BELLE JARDINIERE CUSHION COVER,683,2555.73,141,Increase Inventory
23396,BUTTERFLY CUSHION COVER,8,30.0,2,Run Promotional Campaign
23396,LA JARDIN BOTANIQUE CUSHION COVER,80,300.0,23,Run Promotional Campaign
23396,LE JARDIN BOTANIQUE CUSHION COVER,521,1948.23,114,Increase Inventory
23397,FOOT STOOL HOME SWEET HOME ,434,4069.9,139,Launch Loyalty Program
23398,HANGING HEART BONHEUR,587,495.83,53,Increase Inventory
23399,HOME SWEET HOME HANGING HEART,1815,1539.6299999999999,146,Increase Inventory
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,448,2247.36,76,Maintain Current Strategy
23401,RUSTIC MIRROR WITH LACE HEART,443,2155.51,59,Maintain Current Strategy
23402,HOME SWEEET HOME 3 PEG HANGER ,25,93.75,4,Run Promotional Campaign
23402,HOME SWEET HOME 3 PEG HANGER ,255,934.1700000000001,44,Maintain Current Strategy
23403,LETTER HOLDER HOME SWEET HOME,595,1980.31,80,Increase Inventory
23404,HOME SWEET HOME BLACKBOARD,969,4108.58,104,Increase Inventory
23405,HOME SWEET HOME 2 DRAWER CABINET,235,1128.05,54,Maintain Current Strategy
23406,HOME SWEET HOME KEY HOLDER,434,2148.54,65,Maintain Current Strategy
23407,SET OF 2 TRAYS HOME SWEET HOME,248,2426.72,103,Launch Loyalty Program
23408,PHOTO FRAME LINEN AND LACE SMALL,310,644.8000000000001,53,Maintain Current Strategy
23409,PHOTO FRAME LINEN AND LACE LARGE,208,771.72,39,Maintain Current Strategy
23410,CURIO CABINET LINEN AND LACE ,36,290.1,16,Run Promotional Campaign
23411, TRELLIS COAT RACK,217,1016.5500000000001,42,Maintain Current Strategy
23412,HEART MIRROR ANTIQUE WHITE,351,2269.14,64,Maintain Current Strategy
23413,DECORATIVE VINTAGE COFFEE  BOX,44,208.20000000000002,13,Run Promotional Campaign
23413,DECROTIVEVINTAGE COFFEE GRINDER BOX,10,49.5,4,Run Promotional Campaign
23413,VINTAGE COFFEE GRINDER BOX,102,485.70000000000005,20,Maintain Current Strategy
23414,ZINC BOX SIGN HOME,139,1348.01,58,Maintain Current Strategy
23415,HOME SWEET HOME HOOK,326,405.59999999999997,42,Maintain Current Strategy
23416,CHAMBRE HOOK,123,155.06999999999996,18,Maintain Current Strategy
23417,BATHROOM HOOK,140,137.76,21,Maintain Current Strategy
23418,LAVENDER TOILETTE BOTTLE,533,1066.88,55,Increase Inventory
23419,HOME SWEET HOME BOTTLE ,437,895.0400000000001,56,Maintain Current Strategy
23420,PANTRY HOOK TEA STRAINER ,159,330.72,26,Maintain Current Strategy
23421,PANTRY HOOK SPATULA,152,316.16,24,Maintain Current Strategy
23422,PANTRY HOOK BALLOON WHISK ,196,407.68,29,Maintain Current Strategy
23423,PANTRY 3 HOOK ROLLING PIN HANGER,202,757.5,47,Maintain Current Strategy
23424,GINGHAM RECIPE BOOK BOX,409,1966.95,87,Maintain Current Strategy
23425,STORAGE TIN HOME SWEET HOME,237,435.43,35,Maintain Current Strategy
23426,METAL SIGN DROP YOUR PANTS,1230,3186.78,126,Increase Inventory
23427,STOOL HOME SWEET HOME ,227,2635.9,87,Maintain Current Strategy
23428,IVORY RETRO KITCHEN WALL CLOCK,70,559.5,25,Run Promotional Campaign
23429,RED RETRO KITCHEN WALL CLOCK,44,358.6,19,Run Promotional Campaign
23430,BLUE RETRO KITCHEN WALL CLOCK,35,285.25,16,Run Promotional Campaign
23431,NATURAL HANGING QUILTED HEARTS ,1427,1113.1299999999999,63,Increase Inventory
23432,PRETTY HANGING QUILTED HEARTS,1272,1045.1999999999998,65,Increase Inventory
23433,HANGING QUILTED PATCHWORK APPLES,1215,1003.17,76,Increase Inventory
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,1782,1624.5,129,Increase Inventory
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,676,606.28,40,Increase Inventory
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,148,185.0,9,Maintain Current Strategy
23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,1781,2066.65,82,Increase Inventory
23437, 50'S CHRISTMAS GIFT BAG LARGE,1885,2272.25,106,Increase Inventory
23437,GIFT BAG LARGE 50'S CHRISTMAS,24,30.0,2,Run Promotional Campaign
23438, RED SPOT GIFT BAG LARGE,1686,2023.5,82,Increase Inventory
23438,GIFT BAG LARGE SPOT ,96,120.0,6,Run Promotional Campaign
23439,HAND WARMER RED LOVE HEART,3721,7574.1,268,Increase Inventory
23440,PAINT YOUR OWN EGGS IN CRATE,164,299.36,5,Maintain Current Strategy
23441,HAND PAINTED HANGING EASTER EGG,22,9.24,3,Run Promotional Campaign
23442,12 HANGING EGGS HAND PAINTED,40,83.2,7,Run Promotional Campaign
23444,Next Day Carriage,79,1200.0,63,Run Promotional Campaign
23445,ICE CREAM BUBBLES,2647,2131.0099999999998,81,Increase Inventory
23446,BLUE BUNNY EASTER EGG BASKET,157,230.24999999999997,3,Maintain Current Strategy
23447,PINK BUNNY EASTER EGG BASKET,158,231.89999999999998,4,Maintain Current Strategy
23448,CREAM BUNNY EASTER EGG BASKET,25,41.24999999999999,3,Run Promotional Campaign
23449,SET OF 6 EASTER RAINBOW CHICKS,12,15.0,1,Run Promotional Campaign
23451,SQUARE MINI PORTRAIT FRAME,268,519.0,38,Maintain Current Strategy
23452,HEART MINI PORTRAIT FRAME,510,990.9,69,Increase Inventory
23453,OVAL  MINI PORTRAIT FRAME,315,611.85,40,Maintain Current Strategy
23454,SET OF 3 MINI HANGING PORTRAITS,32,123.2,2,Run Promotional Campaign
23454,THREE MINI HANGING FRAMES,129,535.35,39,Maintain Current Strategy
23455,SMALL PARLOUR FRAME,42,106.98000000000002,2,Run Promotional Campaign
23455,SMALL PARLOUR PICTURE FRAME,164,459.56,30,Maintain Current Strategy
23456,MEDIUM PARLOUR FRAME ,22,84.1,2,Run Promotional Campaign
23456,MEDIUM PARLOUR PICTURE FRAME ,136,550.0,31,Maintain Current Strategy
23457,LARGE PARLOUR FRAME,27,122.85,2,Run Promotional Campaign
23457,LARGE PARLOUR PICTURE FRAME,77,375.75,25,Run Promotional Campaign
23458,DOLLY CABINET 3 DRAWERS ,51,762.4499999999999,30,Run Promotional Campaign
23459,DOLLY CABINET 2 DRAWERS ,33,412.5,19,Run Promotional Campaign
23460,SWEETHEART WALL TIDY ,108,1007.0799999999999,41,Maintain Current Strategy
23461,SWEETHEART BIRD HOUSE,829,2908.55,75,Increase Inventory
23462,ROCOCO WALL MIROR,2,39.9,1,Run Promotional Campaign
23462,ROCOCO WALL MIRROR WHITE,75,1442.25,42,Run Promotional Campaign
23463,VINTAGE ZINC WATERING CAN,12,119.39999999999999,7,Run Promotional Campaign
23464,VINTAGE ZINC WATERING CAN SMALL,16,79.2,6,Run Promotional Campaign
23465,TUSCAN VILLA BIRD FEEDER,16,132.0,8,Run Promotional Campaign
23465,TUSCAN VILLA FEEDING STATION,12,99.0,7,Run Promotional Campaign
23466,TUSCAN VILLA DOVECOTE,12,99.0,4,Run Promotional Campaign
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,37,299.25,17,Run Promotional Campaign
23467,VINTAGE ZINC PLANTER  ,23,75.67,5,Run Promotional Campaign
23468,TUSCAN VILLA BIRD TABLE ,19,156.75,11,Run Promotional Campaign
23469,CARD HOLDER LOVE BIRD SMALL,320,1255.7600000000002,61,Maintain Current Strategy
23470,CARD HOLDER LOVE BIRD LARGE ,220,1323.4,70,Maintain Current Strategy
23471,SIX DRAWER OFFICE TIDY,64,596.0,26,Run Promotional Campaign
23472, NINE DRAWER OFFICE TIDY,54,777.9,29,Run Promotional Campaign
23473,WOODLAND SMALL RED FELT HEART,665,530.8299999999999,41,Increase Inventory
23474,WOODLAND SMALL BLUE FELT HEART,297,246.51,26,Maintain Current Strategy
23475,WOODLAND SMALL PINK FELT HEART,280,232.39999999999998,25,Maintain Current Strategy
23476,WOODLAND LARGE RED FELT HEART,198,247.5,18,Maintain Current Strategy
23477,WOODLAND LARGE BLUE FELT HEART,85,106.25,8,Run Promotional Campaign
23478,WOODLAND LARGE PINK FELT HEART,278,307.18,9,Maintain Current Strategy
23479,WIRE EGG BASKET ,109,819.65,35,Maintain Current Strategy
23480,MINI LIGHTS WOODLAND MUSHROOMS,1717,6118.59,143,Increase Inventory
23481,PEARLISED IVORY HEART SMALL ,217,266.21,23,Maintain Current Strategy
23482,PEARLISED IVORY HEART LARGE ,415,651.15,32,Maintain Current Strategy
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,1310,1526.62,57,Increase Inventory
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,118,331.42,20,Maintain Current Strategy
23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,56,152.24,5,Run Promotional Campaign
23485,BOTANICAL GARDENS WALL CLOCK ,259,5719.0,70,Increase Product Price
23486,ANTIQUE HEART SHELF UNIT,267,3879.15,64,Maintain Current Strategy
23487,SWEET HEART CAKE CARRIER,78,753.9999999999999,41,Run Promotional Campaign
23489,"GARLAND, VINTAGE BELLS",92,265.88,10,Run Promotional Campaign
23489,VINTAGE BELLS GARLAND,784,2246.56,116,Increase Inventory
23490,T-LIGHT HOLDER HANGING LOVE BIRD,533,1965.63,83,Increase Inventory
23491,VINTAGE JINGLE BELLS HEART,226,1864.5,64,Maintain Current Strategy
23492,VINTAGE JINGLE BELLS WREATH,74,610.5,24,Run Promotional Campaign
23493,VINTAGE DOILY TRAVEL SEWING KIT,3516,6736.2,282,Increase Inventory
23494,VINTAGE DOILY DELUXE SEWING KIT ,722,4194.900000000001,145,Increase Inventory
23495,SET OF 3 PANTRY WOODEN SPOONS,192,240.0,21,Maintain Current Strategy
23496,PANTRY KITCHEN THERMOMETER ,88,110.0,21,Run Promotional Campaign
23497,CLASSIC CHROME BICYCLE BELL ,2451,3431.35,149,Increase Inventory
23497,CLASSIC CROME BICYCLE BELL ,60,77.4,2,Run Promotional Campaign
23498,CLASSIC BICYCLE CLIPS ,1587,2200.15,77,Increase Inventory
23499,SET 12 VINTAGE DOILY CHALK ,1244,522.48,86,Increase Inventory
23500,KEY RING BASEBALL BOOT ASSORTED ,1580,1928.8,76,Increase Inventory
23501,KEY RING BASEBALL BOOT UNION JACK,1770,2103.3,77,Increase Inventory
23502,PLAYING CARDS VINTAGE DOILEY ,13,16.25,2,Run Promotional Campaign
23502,PLAYING CARDS VINTAGE DOILY ,677,822.73,78,Increase Inventory
23503,PLAYING CARDS KEEP CALM & CARRY ON,3432,4242.96,284,Increase Inventory
23504,PLAYING CARDS JUBILEE UNION JACK,1661,2073.73,164,Increase Inventory
23505,PLAYING CARDS I LOVE LONDON ,1058,1238.5,93,Increase Inventory
23506,MINI PLAYING CARDS SPACEBOY ,2694,1106.28,114,Increase Inventory
23507,MINI PLAYING CARDS BUFFALO BILL ,2839,1128.18,91,Increase Inventory
23508,MINI PLAYING CARDS DOLLY GIRL ,2472,1013.0400000000001,95,Increase Inventory
23509,MINI PLAYING CARDS FUN FAIR ,1040,433.2,51,Increase Inventory
23510,MINI PLAYING CARDS GYMKHANA,2297,901.74,90,Increase Inventory
23511,EMBROIDERED RIBBON REEL EMILY ,524,1046.42,83,Increase Inventory
23512,EMBROIDERED RIBBON REEL ROSIE,484,921.46,46,Maintain Current Strategy
23513,EMBROIDERED RIBBON REEL SUSIE ,556,1072.96,59,Increase Inventory
23514,EMBROIDERED RIBBON REEL SALLY ,458,909.14,57,Maintain Current Strategy
23515,EMBROIDERED RIBBON REEL DAISY ,558,1075.3799999999999,58,Increase Inventory
23516,EMBROIDERED RIBBON REEL SOPHIE  ,291,1025.01,39,Maintain Current Strategy
23517,EMBROIDERED RIBBON REEL REBECCA ,312,860.88,50,Maintain Current Strategy
23518,EMBROIDERED RIBBON REEL RACHEL ,357,954.9300000000001,40,Maintain Current Strategy
23519,EMBROIDERED RIBBON REEL CLAIRE,219,755.01,18,Maintain Current Strategy
23520,EMBROIDERED RIBBON REEL RUBY ,165,585.63,30,Maintain Current Strategy
23521,CAT AND BIRD WALL ART,270,323.64,3,Maintain Current Strategy
23521,WALL ART CAT AND BIRD ,118,324.98,18,Maintain Current Strategy
23522,DOG AND BALL WALL ART,252,425.87999999999994,3,Maintain Current Strategy
23522,WALL ART DOG AND BALL ,89,226.29000000000002,17,Run Promotional Campaign
23523,TREASURE AHOY WALL ART,270,833.46,15,Maintain Current Strategy
23523,WALL ART TREASURE AHOY ,87,317.97,21,Run Promotional Campaign
23524,HORSE & PONY WALL ART,256,797.3100000000001,16,Maintain Current Strategy
23524,WALL ART HORSE & PONY ,209,644.6700000000001,27,Maintain Current Strategy
23525,BUFFALO BILL WALL ART ,246,845.22,15,Maintain Current Strategy
23525,WALL ART BUFFALO BILL ,321,932.6700000000001,24,Maintain Current Strategy
23526,DOG LICENCE WALL ART,408,2081.64,28,Maintain Current Strategy
23526,WALL ART DOG LICENCE ,474,2265.18,57,Maintain Current Strategy
23527,ANIMALS AND NATURE WALL ART,267,923.97,16,Maintain Current Strategy
23527,WALL ART ANIMALS AND NATURE ,148,471.0,25,Maintain Current Strategy
23528,SPACEBOY WALL ART,306,885.9000000000001,12,Maintain Current Strategy
23528,WALL ART SPACEBOY,156,495.48,20,Maintain Current Strategy
23529,DOLLY GIRL WALL ART,318,1055.94,10,Maintain Current Strategy
23529,WALL ART DOLLY GIRL ,311,896.3700000000001,18,Maintain Current Strategy
23530,WALL ART ONLY ONE PERSON ,1031,4211.55,59,Increase Inventory
23530,"WALL ART,ONLY ONE PERSON ",6,29.700000000000003,1,Run Promotional Campaign
23531,WALL ART BIG LOVE ,960,5319.36,77,Increase Inventory
23532,WALL ART WORK REST AND PLAY  ,205,853.47,23,Maintain Current Strategy
23533,WALL ART GARDEN HAVEN ,210,936.34,27,Maintain Current Strategy
23534,STOP FOR TEA WALL ART,518,2572.7,40,Increase Inventory
23534,WALL ART STOP FOR TEA ,688,3748.1800000000003,131,Increase Inventory
23535,BICYCLE SAFTEY WALL ART,458,2371.94,38,Maintain Current Strategy
23535,WALL ART BICYCLE SAFETY,644,3412.52,102,Increase Inventory
23535,WALL ART BICYCLE SAFTEY ,21,114.15,3,Run Promotional Campaign
23536,VILLAGE SHOW WALL ART,386,2072.42,17,Maintain Current Strategy
23536,WALL ART VILLAGE SHOW ,227,1201.6100000000001,53,Maintain Current Strategy
23537,I LOVE LONDON WALL ART,12,59.400000000000006,2,Run Promotional Campaign
23537,WALL ART I LOVE LONDON ,86,387.3,18,Run Promotional Campaign
23538,WALL ART VINTAGE HEART,326,1273.92,25,Maintain Current Strategy
23539,"WALL ART , LOVES' SECRET ",8,47.6,2,Run Promotional Campaign
23539,WALL ART LOVES' SECRET ,229,1082.1100000000001,31,Maintain Current Strategy
23540,"WALL ART , THE MAGIC FOREST ",2,13.9,1,Run Promotional Campaign
23540,WALL ART THE MAGIC FOREST ,144,876.64,8,Maintain Current Strategy
23541,"WALL ART ,PUDDINGS ",8,61.2,2,Run Promotional Campaign
23541,WALL ART CLASSIC PUDDINGS ,821,6093.49,95,Increase Inventory
23542,70'S ALPHABET WALL ART,150,1043.1,14,Maintain Current Strategy
23542,WALL ART 70'S ALPHABET ,334,2399.58,44,Maintain Current Strategy
23543,KEEP CALM WALL ART ,269,2015.97,19,Maintain Current Strategy
23543,WALL ART KEEP CALM ,958,4853.5,64,Increase Inventory
23544,WALL ART MID CENTURY MODERN ,164,1015.78,17,Maintain Current Strategy
23545,WRAP RED DOILEY,375,157.5,15,Maintain Current Strategy
23545,WRAP RED VINTAGE DOILY,2100,866.0,63,Increase Inventory
23546,WRAP PAISLEY PARK ,3250,1365.0,106,Increase Inventory
23547,WRAP FLOWER SHOP  ,1575,661.5,57,Increase Inventory
23548,WRAP MAGIC FOREST ,1075,451.5,42,Increase Inventory
23549,WRAP BIRD GARDEN ,1300,546.0,46,Increase Inventory
23550,WRAP ALPHABET POSTER  ,1850,761.0,60,Increase Inventory
23551,PACK OF 12 PAISLEY PARK TISSUES ,1614,629.4599999999999,88,Increase Inventory
23552,BICYCLE PUNCTURE REPAIR KIT ,1730,3336.7200000000003,93,Increase Inventory
23553,LANDMARK FRAME CAMDEN TOWN ,557,6244.85,50,Increase Inventory
23554,LANDMARK FRAME OXFORD STREET,419,4730.65,49,Maintain Current Strategy
23555,LANDMARK FRAME NOTTING HILL ,419,4730.65,45,Maintain Current Strategy
23556,LANDMARK FRAME COVENT GARDEN ,435,4912.05,46,Maintain Current Strategy
23557,LANDMARK FRAME BAKER STREET ,347,3867.85,25,Maintain Current Strategy
23558,LANDMARK FRAME LONDON BRIDGE ,410,4604.2,43,Maintain Current Strategy
23559,WOODLAND BUNNIES LOLLY MAKERS,563,1129.28,69,Increase Inventory
23560,SET OF 6 RIBBONS COUNTRY STYLE,163,447.07,20,Maintain Current Strategy
23561,SET OF 6 RIBBONS PARTY,167,458.63,13,Maintain Current Strategy
23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,243,678.27,37,Maintain Current Strategy
23564,EGG CUP MILKMAID INGRID,587,703.51,39,Increase Inventory
23565,EGG CUP MILKMAID HELGA ,348,435.0,28,Maintain Current Strategy
23566,EGG CUP MILKMAID HEIDI,784,919.52,44,Increase Inventory
23567,EGG CUP HENRIETTA HEN PINK,187,233.75,15,Maintain Current Strategy
23568,EGG CUP HENRIETTA HEN CREAM ,580,664.52,24,Increase Inventory
23569,TRADTIONAL ALPHABET STAMP SET,926,4497.3,152,Increase Inventory
23570,TRADITIONAL PICK UP STICKS GAME ,1836,2295.0,203,Increase Inventory
23571,TRADITIONAL NAUGHTS & CROSSES,2018,3300.8999999999996,195,Increase Inventory
23574,PACKING CHARGE,14,105.0,9,Run Promotional Campaign
23575,SNACK TRAY PAISLEY PARK,164,305.4,22,Maintain Current Strategy
23576,SNACK TRAY RED VINTAGE DOILY,185,346.34999999999997,28,Maintain Current Strategy
23578,SNACK TRAY RED GINGHAM,56,109.2,11,Run Promotional Campaign
23579,SNACK TRAY I LOVE LONDON,149,276.15,22,Maintain Current Strategy
23580,SNACK TRAY HAPPY FOREST  ,110,214.5,20,Maintain Current Strategy
23581,JUMBO BAG PAISLEY PARK,4358,8498.04,230,Increase Inventory
23582,VINTAGE DOILY JUMBO BAG RED ,4434,8508.220000000001,186,Increase Inventory
23583,LUNCH BAG PAISLEY PARK  ,3305,5251.25,233,Increase Inventory
23597,PAPER BUNTING PAISLEY PARK,246,661.7,28,Maintain Current Strategy
23598,PAPER BUNTING VINTAGE PARTY,420,1175.0,40,Maintain Current Strategy
23630,SET 10 CARDS HANGING BAUBLES 17080,1,2.99,1,Run Promotional Campaign
23660,HENRIETTA HEN MUG ,293,483.44999999999993,30,Maintain Current Strategy
23661,MILK MAIDS MUG ,204,336.59999999999997,23,Maintain Current Strategy
23664,FLOWER SHOP DESIGN MUG,1,1.65,1,Run Promotional Campaign
23681,LUNCH BAG RED VINTAGE DOILY,1547,2432.55,105,Increase Inventory
23691,KEEP CALM BIRTHDAY WRAP,50,21.0,2,Run Promotional Campaign
23691,WRAP KEEP CALM BIRTHDAY,1125,460.5,34,Increase Inventory
23692,WRAP A PRETTY THANK YOU,50,21.0,2,Run Promotional Campaign
23694,PAISLEY PARK CARD,348,141.84,23,Maintain Current Strategy
23695,DOILY THANK YOU CARD,703,286.62,41,Increase Inventory
23697,A PRETTY THANK YOU CARD,438,179.64,26,Maintain Current Strategy
23702,High Resolution Image,4,27.0,3,Run Promotional Campaign
23843,"PAPER CRAFT , LITTLE BIRDIE",80995,168469.6,1,Increase Inventory
35001G,HAND OPEN SHAPE GOLD,156,506.58,23,Maintain Current Strategy
35001W,HAND OPEN SHAPE DECO.WHITE,92,270.02000000000004,5,Run Promotional Campaign
35004B,SET OF 3 BLACK FLYING DUCKS,475,2251.15,30,Maintain Current Strategy
35004C,SET OF 3 COLOURED  FLYING DUCKS,393,1882.65,28,Maintain Current Strategy
35004G,SET OF 3 GOLD FLYING DUCKS,126,448.3,16,Maintain Current Strategy
35004P,SET OF 3 PINK FLYING DUCKS,1,5.45,1,Run Promotional Campaign
35095A,BLUE VICTORIAN FABRIC OVAL BOX,811,293.82,29,Increase Inventory
35095B,RED VICTORIAN FABRIC OVAL BOX,772,277.44,36,Increase Inventory
35241,ENAMEL BLUE RIM BISCUIT BIN,89,413.95000000000005,27,Run Promotional Campaign
35265,COLOURFUL FLOWER FRUIT BOWL,16,50.25,11,Run Promotional Campaign
35271S,GOLD PRINT PAPER BAG,19,3.6100000000000003,2,Run Promotional Campaign
35400,WOODEN BOX ADVENT CALENDAR ,10,89.5,5,Run Promotional Campaign
35443,RASTA IN BATH W SPLIFF ASHTRAY,7,5.949999999999999,5,Run Promotional Campaign
35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,1654,690.0,114,Increase Inventory
35591T,TURQUOISE CHRISTMAS TREE ,5,6.25,4,Run Promotional Campaign
35597A,DUSTY PINK CHRISTMAS TREE 30CM,1,1.25,1,Run Promotional Campaign
35597B,BLACKCHRISTMAS TREE 30CM,1,1.25,1,Run Promotional Campaign
35597D,PINK/WHITE CHRISTMAS TREE 30CM,46,17.48,2,Run Promotional Campaign
35598A,DUSTY PINK CHRISTMAS TREE 60CM,9,26.550000000000004,2,Run Promotional Campaign
35598B,BLACK CHRISTMAS TREE 60CM,554,433.70000000000005,20,Increase Inventory
35598C,WHITE CHRISTMAS TREE 60CM,2,5.9,2,Run Promotional Campaign
35598D,PINK/WHITE CHRISTMAS TREE 60CM,660,433.22,23,Increase Inventory
35599B,BLACK CHRISTMAS TREE 120CM,209,503.85,19,Maintain Current Strategy
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,186,465.38,17,Maintain Current Strategy
35607A,PINK FLUFFY CHRISTMAS DECORATION,24,4.5600000000000005,1,Run Promotional Campaign
35607B,BLACK FEATHER CHRISTMAS DECORATION,96,18.240000000000002,7,Run Promotional Campaign
35610A,PINK CHRISTMAS FLOCK DROPLET ,8,10.0,1,Run Promotional Campaign
35610B,BLACK CHRISTMAS FLOCK DROPLET ,24,30.0,1,Run Promotional Campaign
35610C,WHITE CHRISTMAS FLOCK DROPLET ,24,30.0,1,Run Promotional Campaign
35637A,IVORY STRING CURTAIN WITH POLE ,166,363.7,23,Maintain Current Strategy
35637C,PINK STRING CURTAIN WITH POLE,28,62.6,7,Run Promotional Campaign
35638A,PINK AND BLACK STRING CURTAIN,38,82.1,5,Run Promotional Campaign
35638B,PINK/BLUE STRING CURTAIN ,56,109.2,4,Run Promotional Campaign
35645,VINTAGE BEAD PINK JEWEL BOX,4,17.0,2,Run Promotional Campaign
35646,VINTAGE BEAD PINK EVENING BAG,513,668.88,32,Increase Inventory
35647,VINTAGE BEAD PINK SHADE ,13,16.25,2,Run Promotional Campaign
35648,VINTAGE BEAD PINK PURSE ,812,774.76,40,Increase Inventory
35649,VINTAGE BEAD COSMETIC BAG ,16,51.82,5,Run Promotional Campaign
35650,VINTAGE BEAD PINK JEWEL STAND,1,4.95,1,Run Promotional Campaign
35651,VINTAGE BEAD PINK SCARF ,330,557.0999999999999,29,Maintain Current Strategy
35653,VINTAGE BEAD NOTEBOOK,47,138.65,11,Run Promotional Campaign
35809A,ENAMEL PINK TEA CONTAINER,388,374.10999999999996,37,Maintain Current Strategy
35809B,ENAMEL BLUE RIM TEA CONTAINER,8,9.18,3,Run Promotional Campaign
35810A,ENAMEL PINK COFFEE CONTAINER,602,545.38,46,Increase Inventory
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,147,155.03,18,Maintain Current Strategy
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",162,63.28000000000001,5,Maintain Current Strategy
35816P,"ACRYLIC JEWEL ANGEL,PINK",78,29.64,2,Run Promotional Campaign
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",6,15.299999999999999,1,Run Promotional Campaign
35817P,PINK ACRYLIC JEWEL SNOWFLAKE,12,4.5600000000000005,1,Run Promotional Campaign
