StockCode,Description,QuantitySold,Revenue,InventoryStatus,ReorderAlert
23225,CHERUB HEART DECORATION SILVER ,1296,1089.6,Fast Moving,YES
23226,FILIGREE HEART DAISY WHITE,1199,1478.59,Fast Moving,YES
23227,FILIGREE HEART BUTTERFLY WHITE ,1592,1947.06,Fast Moving,YES
23228,FILIGREE HEART BIRD WHITE ,1397,1726.3,Fast Moving,YES
23229,DONKEY TAIL GAME ,54,189.54000000000002,Slow Moving,NO
23229,VINTAGE DONKEY TAIL GAME ,1750,6146.89,Fast Moving,YES
23230,WRAP ALPHABET DESIGN,7925,3196.5,Fast Moving,YES
23231,WRAP  VINTAGE DOILEY ,100,42.0,Slow Moving,NO
23231,WRAP  VINTAGE DOILY ,2450,1029.0,Fast Moving,YES
23231,WRAP DOILEY DESIGN,4675,1915.5,Fast Moving,YES
23232,WRAP VINTAGE LEAF DESIGN,5251,2109.42,Fast Moving,YES
23232,WRAP VINTAGE PETALS  DESIGN,3275,1327.5,Fast Moving,YES
23233,WRAP POPPIES  DESIGN,5175,2105.5,Fast Moving,YES
23234,BISCUIT TIN VINTAGE CHRISTMAS,1632,4567.38,Fast Moving,YES
23235,BISCUIT TIN VINTAGE LEAF,24,64.56,Slow Moving,NO
23235,STORAGE TIN VINTAGE LEAF,702,1831.1000000000001,Medium Moving,YES
23236,DOILEY BISCUIT TIN,120,327.6,Slow Moving,NO
23236,DOILEY STORAGE TIN,1082,2934.98,Fast Moving,YES
23236,STORAGE TIN VINTAGE DOILEY ,6,17.34,Slow Moving,NO
23236,STORAGE TIN VINTAGE DOILY ,1235,3502.15,Fast Moving,YES
23237,SET OF 4 KNICK KNACK TINS LEAF,739,2970.8500000000004,Medium Moving,YES
23237,SET OF 4 KNICK KNACK TINS LEAVES ,304,1237.2,Medium Moving,NO
23238,SET OF 4 KNICK KNACK TINS LONDON ,1775,7116.650000000001,Fast Moving,YES
23239,SET OF 4 KNICK KNACK TINS POPPIES,812,3142.4,Medium Moving,YES
23240,SET OF 4 KNICK KNACK TINS  DOILEY ,6,24.900000000000002,Slow Moving,NO
23240,SET OF 4 KNICK KNACK TINS DOILEY ,1802,7132.700000000001,Fast Moving,YES
23240,SET OF 4 KNICK KNACK TINS DOILY ,2286,9237.300000000001,Fast Moving,YES
23241,TREASURE TIN GYMKHANA DESIGN,2005,4060.0,Fast Moving,YES
23242,TREASURE TIN BUFFALO BILL ,1430,2886.0800000000004,Fast Moving,YES
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4658,22109.08,Fast Moving,YES
23244,CANNISTER VINTAGE LEAF DESIGN,12,23.4,Slow Moving,NO
23244,ROUND STORAGE TIN VINTAGE LEAF,853,1552.5099999999998,Medium Moving,YES
23244,STORAGE TIN VINTAGE LEAF,60,117.0,Slow Moving,NO
23245,SET OF 3 REGENCY CAKE TINS,5844,26566.280000000002,Fast Moving,YES
23247,BISCUIT TIN 50'S CHRISTMAS,2048,5760.52,Fast Moving,YES
23249,ENAMEL DINNER PLATE PANTRY,12,19.799999999999997,Slow Moving,NO
23249,VINTAGE RED ENAMEL TRIM PLATE,778,1254.8999999999999,Medium Moving,YES
23250,ENAMEL BOWL PANTRY,24,30.0,Slow Moving,NO
23250,VINTAGE RED TRIM ENAMEL BOWL ,1079,1328.59,Fast Moving,YES
23251,ENAMEL MUG PANTRY,12,15.0,Slow Moving,NO
23251,VINTAGE RED ENAMEL TRIM MUG ,1633,1940.45,Fast Moving,YES
23252,ENAMEL JUG PANTRY,8,30.0,Slow Moving,NO
23252,VINTAGE RED ENAMEL TRIM JUG ,578,2123.34,Medium Moving,YES
23253,16 PC CUTLERY SET PANTRY DESIGN,4,63.8,Slow Moving,NO
23253,16 PIECE CUTLERY SET PANTRY DESIGN,210,3018.2999999999997,Medium Moving,NO
23254,CHILDRENS CUTLERY DOLLY GIRL ,1621,6525.55,Fast Moving,YES
23254,KIDS CUTLERY DOLLY GIRL ,36,149.4,Slow Moving,NO
23255,CHILDRENS CUTLERY CIRCUS PARADE,962,3852.44,Medium Moving,YES
23256,CHILDRENS CUTLERY SPACEBOY ,1980,7966.080000000001,Fast Moving,YES
23256,KIDS CUTLERY SPACEBOY ,36,149.4,Slow Moving,NO
23263,SET OF 3 WOODEN HEART DECORATIONS,3717,4791.58,Fast Moving,YES
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1842,2396.7,Fast Moving,YES
23265,SET OF 3 WOODEN TREE DECORATIONS,1665,2153.71,Fast Moving,YES
23266,SET OF 3 WOODEN STOCKING DECORATION,1964,2529.64,Fast Moving,YES
23267,SET OF 4 SANTA PLACE SETTINGS,1158,1427.34,Fast Moving,YES
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,1434,1980.1799999999998,Fast Moving,YES
23269,SET OF 2 CERAMIC CHRISTMAS TREES,748,1065.3999999999999,Medium Moving,YES
23270,SET OF 2 CERAMIC PAINTED HEARTS ,1157,1612.85,Fast Moving,YES
23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,16,13.28,Slow Moving,NO
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,1603,1301.05,Fast Moving,YES
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,352,522.7399999999999,Medium Moving,NO
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,928,1533.84,Medium Moving,YES
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,1139,1870.1099999999997,Fast Moving,YES
23275,SET OF 3 HANGING OWLS OLLIE BEAK,3613,4291.17,Fast Moving,YES
23280,FOLDING BUTTERFLY MIRROR HOT PINK ,1838,1427.16,Fast Moving,YES
23280,FOLDING MIRROR HOT PINK ,156,118.91999999999999,Slow Moving,NO
23281,FOLDING BUTTERFLY MIRROR RED  ,1252,961.28,Fast Moving,YES
23281,FOLDING MIRROR RED  ,18,14.939999999999998,Slow Moving,NO
23282,FOLDING BUTTERFLY MIRROR IVORY ,735,597.78,Medium Moving,YES
23282,FOLDING MIRROR IVORY ,18,14.939999999999998,Slow Moving,NO
23283,DOORMAT VINTAGE LEAF,541,3766.57,Medium Moving,YES
23283,DOORMAT VINTAGE LEAVES DESIGN ,426,2833.7000000000003,Medium Moving,NO
23284,DOORMAT KEEP CALM AND COME IN,5338,35880.85,Fast Moving,YES
23285,PINK VINTAGE SPOT BEAKER,4679,4384.83,Fast Moving,YES
23286,BLUE VINTAGE SPOT BEAKER,4901,4528.29,Fast Moving,YES
23287,RED VINTAGE SPOT BEAKER,1774,1445.5,Fast Moving,YES
23288,GREEN VINTAGE SPOT BEAKER,4505,4261.889999999999,Fast Moving,YES
23289,DOLLY GIRL CHILDRENS BOWL,1553,1854.8500000000001,Fast Moving,YES
23290,SPACEBOY CHILDRENS BOWL,2367,2757.15,Fast Moving,YES
23291,DOLLY GIRL CHILDRENS CUP,1548,1880.14,Fast Moving,YES
23292,SPACE BOY CHILDRENS CUP,130,143.3,Slow Moving,NO
23292,SPACEBOY CHILDRENS CUP,1951,2343.07,Fast Moving,YES
23293,SET OF 12 FAIRY CAKE BAKING CASES,8228,6457.0,Fast Moving,YES
23294,SET OF 6 SNACK LOAF BAKING CASES,4264,3336.94,Fast Moving,YES
23295,SET OF 12 MINI LOAF BAKING CASES,5957,4670.63,Fast Moving,YES
23296,SET OF 6 TEA TIME BAKING CASES,4877,5684.650000000001,Fast Moving,YES
23297,SET 40 HEART SHAPE PETIT FOUR CASES,4260,6677.0,Fast Moving,YES
23298,"BUNTING , SPOTTY ",146,634.7,Slow Moving,NO
23298,SPOTTY BUNTING,7633,35509.55,Fast Moving,YES
23299,"FOOD COVER WITH BEADS , SET 2 SIZES",3,11.25,Slow Moving,NO
23299,FOOD COVER WITH BEADS SET 2 ,977,3545.17,Medium Moving,YES
23300,GARDENERS KNEELING PAD CUP OF TEA ,6285,9933.689999999999,Fast Moving,YES
23301,GARDENERS KNEELING PAD KEEP CALM ,7722,12463.779999999999,Fast Moving,YES
23302,KNEELING MAT HOUSEWORK  DESIGN,1473,1980.7099999999998,Fast Moving,YES
23303,SET 4 PICNIC CUTLERY FONDANT,65,126.75,Slow Moving,NO
23304,SET 4 PICNIC CUTLERY CHERRY ,71,138.45,Slow Moving,NO
23305,SET 4 PICNIC CUTLERY BLUEBERRY,82,159.9,Slow Moving,NO
23306,SET OF 36 DOILIES PANTRY DESIGN,2653,3761.9199999999996,Fast Moving,YES
23306,SET OF 36 PANTRY PAPER DOILIES,39,58.019999999999996,Slow Moving,NO
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,11661,5974.39,Fast Moving,YES
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,5955,3091.61,Fast Moving,YES
23309,SET OF 60 I LOVE LONDON CAKE CASES ,7670,3697.7000000000003,Fast Moving,YES
23310,BUBBLEGUM RING ASSORTED,11891,4894.83,Fast Moving,YES
23311,VINTAGE CHRISTMAS STOCKING ,2199,5564.25,Fast Moving,YES
23312,VINTAGE CHRISTMAS GIFT SACK,1364,5523.0,Fast Moving,YES
23313,VINTAGE CHRISTMAS BUNTING,2748,12960.12,Fast Moving,YES
23314,VINTAGE CHRISTMAS TABLECLOTH,391,4638.52,Medium Moving,NO
23315,IVORY REFECTORY CLOCK,202,1894.7,Medium Moving,NO
23316,RED REFECTORY CLOCK ,235,2212.25,Medium Moving,NO
23317,BLUE REFECTORY CLOCK ,161,1547.95,Slow Moving,NO
23318,BOX OF 6 MINI VINTAGE CRACKERS,3645,8345.43,Fast Moving,YES
23319,BOX OF 6 MINI 50'S CRACKERS,3520,8169.4800000000005,Fast Moving,YES
23320,GIANT 50'S CHRISTMAS CRACKER,2628,6907.52,Fast Moving,YES
23321,SMALL WHITE HEART OF WICKER,4262,6798.099999999999,Fast Moving,YES
23322,LARGE WHITE HEART OF WICKER,2892,8137.500000000001,Fast Moving,YES
23323,WHITE WICKER STAR ,1422,2954.7000000000003,Fast Moving,YES
23324,RUSTIC STRAWBERRY JAM POT LARGE ,261,531.84,Medium Moving,NO
23324,RUSTIC STRAWBERRY JAMPOT LARGE ,120,238.56,Slow Moving,NO
23325,RUSTIC STRAWBERRY JAM POT SMALL,408,641.9999999999999,Medium Moving,NO
23325,RUSTIC STRAWBERRY JAMPOT SMALL,36,59.39999999999999,Slow Moving,NO
23326,HANGING MINI COLOURED BOTTLES,3369,1999.5900000000001,Fast Moving,YES
23327,HANGING CLEAR MINI BOTTLE,1710,1012.0200000000001,Fast Moving,YES
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,2063,7495.29,Fast Moving,YES
23329,DECORATIVE WICKER HEART LARGE,1701,2794.6499999999996,Fast Moving,YES
23330,DECORATIVE WICKER HEART MEDIUM,1751,2181.19,Fast Moving,YES
23331,DECORATIVE WICKER HEART SMALL,1492,932.2800000000001,Fast Moving,YES
23332,IVORY WICKER HEART LARGE,1979,3255.7499999999995,Fast Moving,YES
23333,IVORY WICKER HEART MEDIUM,2009,2498.65,Fast Moving,YES
23334,IVORY WICKER HEART SMALL,2154,1345.5,Fast Moving,YES
23335,EGG FRYING PAN IVORY ,358,722.5600000000001,Medium Moving,NO
23336,EGG FRYING PAN PINK ,199,415.97,Slow Moving,NO
23337,EGG FRYING PAN MINT ,169,351.52000000000004,Slow Moving,NO
23338,EGG FRYING PAN RED ,405,820.32,Medium Moving,NO
23339,EGG FRYING PAN BLUE ,150,312.0,Slow Moving,NO
23340,VINTAGE CHRISTMAS CAKE FRILL,2453,3879.45,Fast Moving,YES
23341,PINK DINER WALL CLOCK,281,2317.1,Medium Moving,NO
23342,MINT DINER CLOCK,2,17.0,Slow Moving,NO
23342,MINT DINER WALL CLOCK,363,3034.5,Medium Moving,NO
23343,JUMBO BAG VINTAGE CHRISTMAS ,4905,9742.1,Fast Moving,YES
23344,JUMBO BAG 50'S CHRISTMAS ,8933,17636.04,Fast Moving,YES
23345, DOLLY GIRL BEAKER,2394,2754.5,Fast Moving,YES
23346,SPACEBOY BEAKER,2567,2970.75,Fast Moving,YES
23347,I LOVE LONDON BEAKER,827,999.75,Medium Moving,YES
23348,CHILDRENS TOY COOKING UTENSIL SET,676,1363.16,Medium Moving,YES
23349,ROLL WRAP VINTAGE CHRISTMAS,2847,3450.39,Fast Moving,YES
23350,ROLL WRAP VINTAGE SPOT ,2584,3154.4,Fast Moving,YES
23351,ROLL WRAP 50'S CHRISTMAS,3054,3694.02,Fast Moving,YES
23352,ROLL WRAP 50'S RED CHRISTMAS ,1593,1961.01,Fast Moving,YES
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,3726,3068.8199999999997,Fast Moving,YES
23354,6 GIFT TAGS 50'S CHRISTMAS ,3343,2750.93,Fast Moving,YES
23355,HOT WATER BOTTLE KEEP CALM,5313,24302.550000000003,Fast Moving,YES
23356,LOVE HOT WATER BOTTLE,2325,12954.75,Fast Moving,YES
23357,HOT WATER BOTTLE SEX BOMB,432,1832.0,Medium Moving,NO
23358,HOT STUFF HOT WATER BOTTLE,527,1686.15,Medium Moving,YES
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,61,118.94999999999999,Slow Moving,NO
23359,SET OF 12 T-LIGHTS VINTAGE DOILY,915,1715.85,Medium Moving,YES
23360,SET 8 CANDLES VINTAGE DOILEY,122,216.29999999999998,Slow Moving,NO
23360,SET 8 CANDLES VINTAGE DOILY,1024,1932.0,Fast Moving,YES
23365,SET 12 COLOUR PENCILS LOVE LONDON,1529,991.45,Fast Moving,YES
23366,SET 12 COLOUR PENCILS DOILEY,48,31.200000000000003,Slow Moving,NO
23366,SET 12 COLOURING PENCILS DOILEY,1,0.65,Slow Moving,NO
23366,SET 12 COLOURING PENCILS DOILY,1870,1177.1000000000001,Fast Moving,YES
23367,SET 12 COLOUR PENCILS SPACEBOY ,2778,1803.3000000000002,Fast Moving,YES
23368,SET 12 COLOUR PENCILS DOLLY GIRL ,2152,1396.4,Fast Moving,YES
23369,SET 36 COLOUR PENCILS LOVE LONDON,901,1053.29,Medium Moving,YES
23370,SET 36 COLOUR PENCILS DOILEY,64,80.0,Slow Moving,NO
23370,SET 36 COLOURING PENCILS DOILEY,1,1.25,Slow Moving,NO
23370,SET 36 COLOURING PENCILS DOILY,1289,1562.6100000000001,Fast Moving,YES
23371,SET 36 COLOUR PENCILS SPACEBOY ,1498,1775.22,Fast Moving,YES
23372,SET 36 COLOUR PENCILS DOLLY GIRL,1294,1520.22,Fast Moving,YES
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,1563,1241.6599999999999,Fast Moving,YES
23374,RED SPOT PAPER GIFT BAG,2444,1944.08,Fast Moving,YES
23375,50'S CHRISTMAS PAPER GIFT BAG,1317,1059.9399999999998,Fast Moving,YES
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,2630,995.4599999999999,Fast Moving,YES
23377,PACK OF 12 DOLLY GIRL TISSUES,1200,468.0,Fast Moving,YES
23378,PACK OF 12 50'S CHRISTMAS TISSUES,3413,1270.59,Fast Moving,YES
23379,PACK OF 12 RED APPLE TISSUES,1175,428.01,Fast Moving,YES
23380,PACK OF 12 DOILEY TISSUES,72,28.08,Slow Moving,NO
23380,PACK OF 12 VINTAGE DOILY TISSUES,2087,783.6899999999999,Fast Moving,YES
23381,PACK OF 12 VINTAGE LEAF TISSUES ,1474,544.62,Fast Moving,YES
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1712,6155.04,Fast Moving,YES
23388,WOODLAND MINI BACKPACK,784,3133.6000000000004,Medium Moving,YES
23388,WOODLAND MINI RUCKSACK ,5,20.75,Slow Moving,NO
23389,SPACEBOY MINI BACKPACK,1030,4134.5,Fast Moving,YES
23389,SPACEBOY MINI RUCKSACK,13,53.95,Slow Moving,NO
23390,DOLLY GIRL MINI BACKPACK,713,2838.9500000000003,Medium Moving,YES
23390,DOLLY GIRL MINI RUCKSACK,8,33.2,Slow Moving,NO
23391, I LOVE LONDON MINI BACKPACK,359,1449.8500000000001,Medium Moving,NO
23391, I LOVE LONDON MINI RUCKSACK,1,4.15,Slow Moving,NO
23392,SPACEBOY ROCKET LOLLY MAKERS,587,1165.28,Medium Moving,YES
23393,HOME SWEET HOME CUSHION COVER ,763,2861.25,Medium Moving,YES
23394,POSTE FRANCE CUSHION COVER,392,1470.0,Medium Moving,NO
23395,BELLE JARDINIERE CUSHION COVER,683,2555.73,Medium Moving,YES
23396,BUTTERFLY CUSHION COVER,8,30.0,Slow Moving,NO
23396,LA JARDIN BOTANIQUE CUSHION COVER,80,300.0,Slow Moving,NO
23396,LE JARDIN BOTANIQUE CUSHION COVER,521,1948.23,Medium Moving,YES
23397,FOOT STOOL HOME SWEET HOME ,434,4069.9,Medium Moving,NO
23398,HANGING HEART BONHEUR,587,495.83,Medium Moving,YES
23399,HOME SWEET HOME HANGING HEART,1815,1539.6299999999999,Fast Moving,YES
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,448,2247.36,Medium Moving,NO
23401,RUSTIC MIRROR WITH LACE HEART,443,2155.51,Medium Moving,NO
23402,HOME SWEEET HOME 3 PEG HANGER ,25,93.75,Slow Moving,NO
23402,HOME SWEET HOME 3 PEG HANGER ,255,934.1700000000001,Medium Moving,NO
23403,LETTER HOLDER HOME SWEET HOME,595,1980.31,Medium Moving,YES
23404,HOME SWEET HOME BLACKBOARD,969,4108.58,Medium Moving,YES
23405,HOME SWEET HOME 2 DRAWER CABINET,235,1128.05,Medium Moving,NO
23406,HOME SWEET HOME KEY HOLDER,434,2148.54,Medium Moving,NO
23407,SET OF 2 TRAYS HOME SWEET HOME,248,2426.72,Medium Moving,NO
23408,PHOTO FRAME LINEN AND LACE SMALL,310,644.8000000000001,Medium Moving,NO
23409,PHOTO FRAME LINEN AND LACE LARGE,208,771.72,Medium Moving,NO
23410,CURIO CABINET LINEN AND LACE ,36,290.1,Slow Moving,NO
23411, TRELLIS COAT RACK,217,1016.5500000000001,Medium Moving,NO
23412,HEART MIRROR ANTIQUE WHITE,351,2269.14,Medium Moving,NO
23413,DECORATIVE VINTAGE COFFEE  BOX,44,208.20000000000002,Slow Moving,NO
23413,DECROTIVEVINTAGE COFFEE GRINDER BOX,10,49.5,Slow Moving,NO
23413,VINTAGE COFFEE GRINDER BOX,102,485.70000000000005,Slow Moving,NO
23414,ZINC BOX SIGN HOME,139,1348.01,Slow Moving,NO
23415,HOME SWEET HOME HOOK,326,405.59999999999997,Medium Moving,NO
23416,CHAMBRE HOOK,123,155.06999999999996,Slow Moving,NO
23417,BATHROOM HOOK,140,137.76,Slow Moving,NO
23418,LAVENDER TOILETTE BOTTLE,533,1066.88,Medium Moving,YES
23419,HOME SWEET HOME BOTTLE ,437,895.0400000000001,Medium Moving,NO
23420,PANTRY HOOK TEA STRAINER ,159,330.72,Slow Moving,NO
23421,PANTRY HOOK SPATULA,152,316.16,Slow Moving,NO
23422,PANTRY HOOK BALLOON WHISK ,196,407.68,Slow Moving,NO
23423,PANTRY 3 HOOK ROLLING PIN HANGER,202,757.5,Medium Moving,NO
23424,GINGHAM RECIPE BOOK BOX,409,1966.95,Medium Moving,NO
23425,STORAGE TIN HOME SWEET HOME,237,435.43,Medium Moving,NO
23426,METAL SIGN DROP YOUR PANTS,1230,3186.78,Fast Moving,YES
23427,STOOL HOME SWEET HOME ,227,2635.9,Medium Moving,NO
23428,IVORY RETRO KITCHEN WALL CLOCK,70,559.5,Slow Moving,NO
23429,RED RETRO KITCHEN WALL CLOCK,44,358.6,Slow Moving,NO
23430,BLUE RETRO KITCHEN WALL CLOCK,35,285.25,Slow Moving,NO
23431,NATURAL HANGING QUILTED HEARTS ,1427,1113.1299999999999,Fast Moving,YES
23432,PRETTY HANGING QUILTED HEARTS,1272,1045.1999999999998,Fast Moving,YES
23433,HANGING QUILTED PATCHWORK APPLES,1215,1003.17,Fast Moving,YES
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,1782,1624.5,Fast Moving,YES
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,676,606.28,Medium Moving,YES
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,148,185.0,Slow Moving,NO
23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,1781,2066.65,Fast Moving,YES
23437, 50'S CHRISTMAS GIFT BAG LARGE,1885,2272.25,Fast Moving,YES
23437,GIFT BAG LARGE 50'S CHRISTMAS,24,30.0,Slow Moving,NO
23438, RED SPOT GIFT BAG LARGE,1686,2023.5,Fast Moving,YES
23438,GIFT BAG LARGE SPOT ,96,120.0,Slow Moving,NO
23439,HAND WARMER RED LOVE HEART,3721,7574.1,Fast Moving,YES
23440,PAINT YOUR OWN EGGS IN CRATE,164,299.36,Slow Moving,NO
23441,HAND PAINTED HANGING EASTER EGG,22,9.24,Slow Moving,NO
23442,12 HANGING EGGS HAND PAINTED,40,83.2,Slow Moving,NO
23444,Next Day Carriage,79,1200.0,Slow Moving,NO
23445,ICE CREAM BUBBLES,2647,2131.0099999999998,Fast Moving,YES
23446,BLUE BUNNY EASTER EGG BASKET,157,230.24999999999997,Slow Moving,NO
23447,PINK BUNNY EASTER EGG BASKET,158,231.89999999999998,Slow Moving,NO
23448,CREAM BUNNY EASTER EGG BASKET,25,41.24999999999999,Slow Moving,NO
23449,SET OF 6 EASTER RAINBOW CHICKS,12,15.0,Slow Moving,NO
23451,SQUARE MINI PORTRAIT FRAME,268,519.0,Medium Moving,NO
23452,HEART MINI PORTRAIT FRAME,510,990.9,Medium Moving,YES
23453,OVAL  MINI PORTRAIT FRAME,315,611.85,Medium Moving,NO
23454,SET OF 3 MINI HANGING PORTRAITS,32,123.2,Slow Moving,NO
23454,THREE MINI HANGING FRAMES,129,535.35,Slow Moving,NO
23455,SMALL PARLOUR FRAME,42,106.98000000000002,Slow Moving,NO
23455,SMALL PARLOUR PICTURE FRAME,164,459.56,Slow Moving,NO
23456,MEDIUM PARLOUR FRAME ,22,84.1,Slow Moving,NO
23456,MEDIUM PARLOUR PICTURE FRAME ,136,550.0,Slow Moving,NO
23457,LARGE PARLOUR FRAME,27,122.85,Slow Moving,NO
23457,LARGE PARLOUR PICTURE FRAME,77,375.75,Slow Moving,NO
23458,DOLLY CABINET 3 DRAWERS ,51,762.4499999999999,Slow Moving,NO
23459,DOLLY CABINET 2 DRAWERS ,33,412.5,Slow Moving,NO
23460,SWEETHEART WALL TIDY ,108,1007.0799999999999,Slow Moving,NO
23461,SWEETHEART BIRD HOUSE,829,2908.55,Medium Moving,YES
23462,ROCOCO WALL MIROR,2,39.9,Slow Moving,NO
23462,ROCOCO WALL MIRROR WHITE,75,1442.25,Slow Moving,NO
23463,VINTAGE ZINC WATERING CAN,12,119.39999999999999,Slow Moving,NO
23464,VINTAGE ZINC WATERING CAN SMALL,16,79.2,Slow Moving,NO
23465,TUSCAN VILLA BIRD FEEDER,16,132.0,Slow Moving,NO
23465,TUSCAN VILLA FEEDING STATION,12,99.0,Slow Moving,NO
23466,TUSCAN VILLA DOVECOTE,12,99.0,Slow Moving,NO
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,37,299.25,Slow Moving,NO
23467,VINTAGE ZINC PLANTER  ,23,75.67,Slow Moving,NO
23468,TUSCAN VILLA BIRD TABLE ,19,156.75,Slow Moving,NO
23469,CARD HOLDER LOVE BIRD SMALL,320,1255.7600000000002,Medium Moving,NO
23470,CARD HOLDER LOVE BIRD LARGE ,220,1323.4,Medium Moving,NO
23471,SIX DRAWER OFFICE TIDY,64,596.0,Slow Moving,NO
23472, NINE DRAWER OFFICE TIDY,54,777.9,Slow Moving,NO
23473,WOODLAND SMALL RED FELT HEART,665,530.8299999999999,Medium Moving,YES
23474,WOODLAND SMALL BLUE FELT HEART,297,246.51,Medium Moving,NO
23475,WOODLAND SMALL PINK FELT HEART,280,232.39999999999998,Medium Moving,NO
23476,WOODLAND LARGE RED FELT HEART,198,247.5,Slow Moving,NO
23477,WOODLAND LARGE BLUE FELT HEART,85,106.25,Slow Moving,NO
23478,WOODLAND LARGE PINK FELT HEART,278,307.18,Medium Moving,NO
23479,WIRE EGG BASKET ,109,819.65,Slow Moving,NO
23480,MINI LIGHTS WOODLAND MUSHROOMS,1717,6118.59,Fast Moving,YES
23481,PEARLISED IVORY HEART SMALL ,217,266.21,Medium Moving,NO
23482,PEARLISED IVORY HEART LARGE ,415,651.15,Medium Moving,NO
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,1310,1526.62,Fast Moving,YES
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,118,331.42,Slow Moving,NO
23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,56,152.24,Slow Moving,NO
23485,BOTANICAL GARDENS WALL CLOCK ,259,5719.0,Medium Moving,NO
23486,ANTIQUE HEART SHELF UNIT,267,3879.15,Medium Moving,NO
23487,SWEET HEART CAKE CARRIER,78,753.9999999999999,Slow Moving,NO
23489,"GARLAND, VINTAGE BELLS",92,265.88,Slow Moving,NO
23489,VINTAGE BELLS GARLAND,784,2246.56,Medium Moving,YES
23490,T-LIGHT HOLDER HANGING LOVE BIRD,533,1965.63,Medium Moving,YES
23491,VINTAGE JINGLE BELLS HEART,226,1864.5,Medium Moving,NO
23492,VINTAGE JINGLE BELLS WREATH,74,610.5,Slow Moving,NO
23493,VINTAGE DOILY TRAVEL SEWING KIT,3516,6736.2,Fast Moving,YES
23494,VINTAGE DOILY DELUXE SEWING KIT ,722,4194.900000000001,Medium Moving,YES
23495,SET OF 3 PANTRY WOODEN SPOONS,192,240.0,Slow Moving,NO
23496,PANTRY KITCHEN THERMOMETER ,88,110.0,Slow Moving,NO
23497,CLASSIC CHROME BICYCLE BELL ,2451,3431.35,Fast Moving,YES
23497,CLASSIC CROME BICYCLE BELL ,60,77.4,Slow Moving,NO
23498,CLASSIC BICYCLE CLIPS ,1587,2200.15,Fast Moving,YES
23499,SET 12 VINTAGE DOILY CHALK ,1244,522.48,Fast Moving,YES
23500,KEY RING BASEBALL BOOT ASSORTED ,1580,1928.8,Fast Moving,YES
23501,KEY RING BASEBALL BOOT UNION JACK,1770,2103.3,Fast Moving,YES
23502,PLAYING CARDS VINTAGE DOILEY ,13,16.25,Slow Moving,NO
23502,PLAYING CARDS VINTAGE DOILY ,677,822.73,Medium Moving,YES
23503,PLAYING CARDS KEEP CALM & CARRY ON,3432,4242.96,Fast Moving,YES
23504,PLAYING CARDS JUBILEE UNION JACK,1661,2073.73,Fast Moving,YES
23505,PLAYING CARDS I LOVE LONDON ,1058,1238.5,Fast Moving,YES
23506,MINI PLAYING CARDS SPACEBOY ,2694,1106.28,Fast Moving,YES
23507,MINI PLAYING CARDS BUFFALO BILL ,2839,1128.18,Fast Moving,YES
23508,MINI PLAYING CARDS DOLLY GIRL ,2472,1013.0400000000001,Fast Moving,YES
23509,MINI PLAYING CARDS FUN FAIR ,1040,433.2,Fast Moving,YES
23510,MINI PLAYING CARDS GYMKHANA,2297,901.74,Fast Moving,YES
23511,EMBROIDERED RIBBON REEL EMILY ,524,1046.42,Medium Moving,YES
23512,EMBROIDERED RIBBON REEL ROSIE,484,921.46,Medium Moving,NO
23513,EMBROIDERED RIBBON REEL SUSIE ,556,1072.96,Medium Moving,YES
23514,EMBROIDERED RIBBON REEL SALLY ,458,909.14,Medium Moving,NO
23515,EMBROIDERED RIBBON REEL DAISY ,558,1075.3799999999999,Medium Moving,YES
23516,EMBROIDERED RIBBON REEL SOPHIE  ,291,1025.01,Medium Moving,NO
23517,EMBROIDERED RIBBON REEL REBECCA ,312,860.88,Medium Moving,NO
23518,EMBROIDERED RIBBON REEL RACHEL ,357,954.9300000000001,Medium Moving,NO
23519,EMBROIDERED RIBBON REEL CLAIRE,219,755.01,Medium Moving,NO
23520,EMBROIDERED RIBBON REEL RUBY ,165,585.63,Slow Moving,NO
